id,time,location,latitude,longitude,depth,magnitude,url
ci15343145,2013-05-15 20:00:06.230,"10km S of Rancho Palos Verdes, CA",33.6583333,-118.3721667,1.083,4.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci15343145
ld60040526,2013-05-17 13:43:24.440,"19km NNE of Shawville, Canada",45.7568333,-76.3533333,13.0,5.06,https://earthquake.usgs.gov/earthquakes/eventpage/ld60040526
us2013qien,2013-05-18 05:14:19.000,"110km W of La Libertad, Mexico",30.055,-113.821,9.1,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/us2013qien
nc71993641,2013-05-18 13:46:08.860,"29km SW of Rio Dell, California",40.2858333,-124.4603333,23.339,4.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc71993641
nc71996906,2013-05-24 03:47:08.180,"10km WNW of Greenville, California",40.1918333,-121.0595,7.968,5.69,https://earthquake.usgs.gov/earthquakes/eventpage/nc71996906
nc71071964,2013-05-24 03:48:57.110,"11km WNW of Greenville, California",40.1875,-121.0653333,2.523,4.59,https://earthquake.usgs.gov/earthquakes/eventpage/nc71071964
nc71071969,2013-05-24 03:50:27.920,"10km WNW of Greenville, California",40.186,-121.0631667,1.312,4.21,https://earthquake.usgs.gov/earthquakes/eventpage/nc71071969
nc71997821,2013-05-24 08:02:19.490,"11km WNW of Greenville, California",40.1826667,-121.0718333,3.448,4.87,https://earthquake.usgs.gov/earthquakes/eventpage/nc71997821
ci15350729,2013-05-29 14:38:03.410,"6km W of Isla Vista, CA",34.4061667,-119.9198333,7.12,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/ci15350729
usc000hhw4,2013-06-07 03:17:54.150,"124km SE of San Felipe, Mexico",30.055,-114.161,10.2,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usc000hhw4
usp000k15j,2013-06-07 21:13:40.700,"Baja California, Mexico",30.019,-114.168,12.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000k15j
usp000k15v,2013-06-08 15:31:46.000,"Baja California, Mexico",29.894,-114.277,33.9,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000k15v
usc000hljx,2013-06-11 15:02:15.880,"131km W of La Libertad, Mexico",30.017,-114.072,10.0,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usc000hljx
usp000k190,2013-06-15 15:39:26.700,Gulf of California,27.64,-111.611,15.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000k190
usp000k1gc,2013-06-26 11:43:22.890,Gulf of California,30.453,-113.842,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000k1gc
uw60546146,2013-06-27 02:45:35.980,"25km N of Leavenworth, Washington",47.8241667,-120.6891667,7.51,4.27,https://earthquake.usgs.gov/earthquakes/eventpage/uw60546146
usp000k1wx,2013-07-11 20:16:07.000,"St. Lawrence Valley region, Quebec, Canada",47.81,-70.049,14.9,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000k1wx
ci11339042,2013-07-24 16:46:02.630,"22km ESE of Bodfish, CA",35.486,-118.2875,5.54,4.29,https://earthquake.usgs.gov/earthquakes/eventpage/ci11339042
nc72042291,2013-08-03 02:25:49.930,"18km WNW of Bayview, California",40.8081667,-124.4018333,20.433,4.47,https://earthquake.usgs.gov/earthquakes/eventpage/nc72042291
usb000ivwj,2013-08-05 20:49:10.630,"105km WNW of La Libertad, Mexico",30.1653,-113.7456,8.76,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000ivwj
usc000jr79,2013-08-12 07:36:22.520,"69km NNE of Santa Rosalia, Mexico",27.8423,-111.8926,9.95,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jr79
usb000jacr,2013-08-23 01:54:43.120,"89km WNW of La Libertad, Mexico",30.2578,-113.5327,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jacr
ci15396097,2013-08-24 01:16:30.990,"45km WSW of Vandenberg Air Force Base, CA",34.5666667,-120.9566667,2.798,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci15396097
ci15396881,2013-08-25 18:50:28.710,"22km ESE of Bodfish, CA",35.4803333,-118.2853333,1.159,4.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci15396881
nn00421303,2013-08-27 00:51:43.827,"3km NE of Spanish Springs, Nevada",39.6696,-119.6841,13.9,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00421303
usb000jc7u,2013-08-27 12:52:23.750,"138km WSW of La Libertad, Mexico",29.6588,-114.0922,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jc7u
usb000jcfn,2013-08-28 02:24:35.730,"13km SW of Naica, Mexico",27.7621,-105.5751,14.25,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jcfn
usc000jrcc,2013-08-28 02:45:59.010,"28km WSW of Naica, Mexico",27.7345,-105.7374,14.4,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrcc
usc000jrch,2013-08-28 04:36:49.130,"32km WSW of Naica, Mexico",27.6899,-105.761,17.13,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrch
usc000jrcq,2013-08-28 18:57:33.320,"21km WSW of Naica, Mexico",27.7566,-105.6704,13.99,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrcq
usb000jcsy,2013-08-28 20:29:17.630,"20km WSW of Naica, Mexico",27.799,-105.6805,7.04,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jcsy
usc000jrd0,2013-08-28 23:48:04.280,"21km SW of Naica, Mexico",27.7175,-105.638,15.66,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrd0
usc000jrd6,2013-08-29 02:25:29.830,"53km WSW of Naica, Mexico",27.6644,-105.9794,15.71,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrd6
usc000jrdg,2013-08-29 08:57:54.200,"31km WSW of Naica, Mexico",27.7476,-105.7826,15.04,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jrdg
usb000k67d,2013-09-02 01:29:16.330,"21km SSE of Naica, Mexico",27.6668,-105.4211,17.21,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k67d
usb000jfey,2013-09-02 21:52:38.940,"14km WNW of Timpson, Texas",31.9656,-94.5261,4.75,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jfey
usb000jfgm,2013-09-02 23:51:15.460,"3km WNW of Timpson, Texas",31.9095,-94.4279,4.69,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jfgm
usb000jjlh,2013-09-06 09:34:17.800,"23km SW of Naica, Mexico",27.6764,-105.6211,13.38,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jjlh
usc000jr14,2013-09-11 03:15:18.710,"22km SW of Naica, Mexico",27.7339,-105.6716,10.13,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jr14
usb000k6ac,2013-09-11 14:55:51.050,"9km SW of Rosales, Mexico",28.1438,-105.6219,14.94,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6ac
usb000k6ad,2013-09-11 15:24:57.700,"12km SE of Jimenez, Mexico",28.2502,-105.3176,14.16,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6ad
usc000js94,2013-09-12 01:19:27.430,"20km WSW of Naica, Mexico",27.7532,-105.6654,8.98,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000js94
usc000jth9,2013-09-13 07:41:37.670,"27km SSW of Naica, Mexico",27.6398,-105.638,10.19,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000jth9
usb000k6ay,2013-09-13 07:46:59.490,"36km WSW of Naica, Mexico",27.6768,-105.8024,15.46,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6ay
ci11364370,2013-09-14 10:25:36.360,"7km NNW of Delta, B.C., MX",32.4113333,-115.2148333,9.955,4.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci11364370
usc000juue,2013-09-15 09:23:41.820,"23km WSW of Naica, Mexico",27.7858,-105.7104,8.11,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usc000juue
usb000jx4c,2013-09-21 12:16:12.170,"20km WSW of Naica, Mexico",27.8013,-105.6794,10.0,5.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jx4c
usb000jx4h,2013-09-21 12:42:15.630,"17km W of Naica, Mexico",27.8448,-105.6603,10.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jx4h
usb000jx4l,2013-09-21 13:16:33.080,"20km W of Fort Washakie, Wyoming",42.9745,-109.128,76.2,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usb000jx4l
usb000k6cz,2013-09-23 01:13:51.280,"21km SW of Naica, Mexico",27.7291,-105.6491,16.16,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6cz
usb000k6d0,2013-09-23 02:16:18.720,"29km S of Naica, Mexico",27.5873,-105.5196,16.8,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6d0
usb000k51n,2013-10-02 22:12:08.170,"95km N of Santa Isabel, Mexico",29.2442,-113.4313,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k51n
usb000k6cg,2013-10-04 11:19:01.190,"16km WSW of Naica, Mexico",27.8173,-105.642,8.16,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k6cg
usb000k73j,2013-10-04 22:20:52.000,"117km W of La Libertad, Mexico",29.717,-113.889,15.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k73j
ci11373458,2013-10-06 02:06:21.880,"12km W of Ludlow, CA",34.7091667,-116.2938333,0.846,4.28,https://earthquake.usgs.gov/earthquakes/eventpage/ci11373458
usb000k8bw,2013-10-08 01:58:09.190,Off the east coast of the United States,30.1795,-74.1579,19.04,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000k8bw
usb000kb01,2013-10-11 17:29:53.780,"21km WSW of Naica, Mexico",27.7579,-105.6703,9.65,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000kb01
usb000kb8m,2013-10-11 20:28:19.620,"27km WSW of Naica, Mexico",27.7327,-105.7281,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000kb8m
nc72086051,2013-10-11 23:05:37.330,"53km WNW of Eureka, California",40.9835,-124.7498333,8.635,4.94,https://earthquake.usgs.gov/earthquakes/eventpage/nc72086051
usb000khbc,2013-10-19 17:54:54.700,"99km SW of Etchoropo, Mexico",26.0913,-110.3209,9.45,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usb000khbc
usb000khf8,2013-10-19 22:14:28.000,"92km E of Ciudad Constitucion, Mexico",25.1003,-110.746,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000khf8
usb000khfy,2013-10-19 23:32:32.230,"84km SW of Etchoropo, Mexico",26.31,-110.3484,10.14,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000khfy
usb000khq1,2013-10-20 22:50:55.730,"12km SSW of Naica, Mexico",27.7393,-105.522,14.89,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000khq1
usb000khvv,2013-10-21 15:55:27.050,"80km WNW of La Libertad, Mexico",30.0798,-113.5066,14.33,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usb000khvv
usb000la37,2013-11-01 06:44:51.970,"17km WSW of Naica, Mexico",27.7642,-105.6309,14.92,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000la37
usb000la38,2013-11-01 08:34:59.510,"21km WSW of Naica, Mexico",27.7563,-105.6715,14.81,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000la38
usb000la39,2013-11-01 09:19:48.290,"27km WSW of Naica, Mexico",27.7764,-105.7528,15.1,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000la39
usb000la72,2013-11-11 06:55:36.470,"21km WSW of Naica, Mexico",27.7429,-105.6689,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000la72
ci11390842,2013-11-12 15:44:27.220,"242km SSE of Estacion Coahuila, B.C., MX",30.1841667,-114.0346667,9.961,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/ci11390842
usb000l6sl,2013-11-20 12:52:46.500,"76km NNE of Santa Rosalia, Mexico",27.9379,-111.954,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usb000l6sl
usb000la97,2013-11-21 19:24:08.460,"24km SW of Naica, Mexico",27.6953,-105.6674,16.08,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000la97
usb000l6hx,2013-11-25 22:25:54.930,"32km SW of China, Mexico",25.5255,-99.4896,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000l6hx
usb000ldeh,2013-12-07 18:10:24.590,"9km ESE of Edmond, Oklahoma",35.6073,-97.3863,8.44,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usb000ldeh
usc000lz3c,2013-12-11 07:50:32.450,"32km WSW of Naica, Mexico",27.7533,-105.7988,14.74,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lz3c
nc72119970,2013-12-13 07:49:57.470,"23km NNW of Lost Hills, California",35.8113333,-119.8008333,21.746,4.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc72119970
usc000lz42,2013-12-15 05:24:29.330,"59km WSW of Naica, Mexico",27.7211,-106.0744,14.25,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lz42
nc72125816,2013-12-17 13:28:01.840,"24km WNW of Ferndale, California",40.6915,-124.5063333,17.673,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc72125816
usc000lnnb,2013-12-20 05:27:08.000,"43km NNE of Camalu, Mexico",31.22,-115.908,6.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lnnb
usc000lpx4,2013-12-22 08:47:22.200,"141km NNW of San Luis, Mexico",29.6493,-114.2059,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lpx4
usc000lz5g,2013-12-22 11:52:27.190,"18km NE of General Teran, Mexico",25.3964,-99.5688,37.22,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lz5g
ci15447161,2013-12-23 13:39:26.300,"15km NW of Coso Junction, CA",36.1405,-118.0648333,0.873,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci15447161
nc72129596,2013-12-24 10:28:49.840,"47km W of Ferndale, California",40.5145,-124.8226667,9.819,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/nc72129596
ci11405954,2013-12-26 00:18:19.630,"30km SE of Campo, CA",32.4008333,-116.265,14.189,4.09,https://earthquake.usgs.gov/earthquakes/eventpage/ci11405954
usc000lrp1,2013-12-26 06:15:06.060,"71km NNE of Santa Rosalia, Mexico",27.8908,-111.9607,9.95,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lrp1
nc72134626,2014-01-02 06:23:09.700,"35km SSW of Ferndale, California",40.29,-124.4526667,20.031,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc72134626
nc72141176,2014-01-12 20:24:46.740,"6km NW of The Geysers, California",38.8135,-122.8161667,1.9,4.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc72141176
ci11413954,2014-01-15 09:35:18.870,"5km NNE of Fontana, CA",34.143,-117.4425,2.934,4.43,https://earthquake.usgs.gov/earthquakes/eventpage/ci11413954
usc000mhbk,2014-01-16 00:24:54.610,"82km NNE of Loreto, Mexico",26.6848,-110.9906,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mhbk
usc000mh7m,2014-01-19 08:27:11.700,"13km SSW of China, Mexico",25.593,-99.287,11.8,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mh7m
usc000mh7v,2014-01-20 05:16:34.050,"14km WSW of Ciudad Camargo, Mexico",27.6403,-105.3126,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mh7v
usb000m4m7,2014-01-20 08:38:37.120,"29km SW of Naica, Mexico",27.6833,-105.7118,11.08,4.5,https://earthquake.usgs.gov/earthquakes/eventpage/usb000m4m7
usc000mhbs,2014-01-20 08:45:47.630,"21km SW of Naica, Mexico",27.7107,-105.6364,14.49,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mhbs
usb000m8kh,2014-01-26 23:00:55.780,"19km SW of Naica, Mexico",27.715,-105.6163,12.18,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000m8kh
usc000mheb,2014-01-27 04:06:30.320,"15km SE of Naica, Mexico",27.7412,-105.3773,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mheb
uu60053232,2014-01-28 16:20:11.470,"42km WNW of Ivins, Utah",37.3256667,-114.1215,7.2,4.11,https://earthquake.usgs.gov/earthquakes/eventpage/uu60053232
uu60053437,2014-01-29 01:30:27.540,"42km WNW of Ivins, Utah",37.3236667,-114.1125,7.01,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/uu60053437
nc72157621,2014-02-06 19:42:21.030,"14km SSW of San Simeon, California",35.526,-121.271,2.927,4.13,https://earthquake.usgs.gov/earthquakes/eventpage/nc72157621
usc000mlar,2014-02-09 02:16:02.000,"6km SSW of Langston, Oklahoma",35.893,-97.292,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mlar
usc000n4cr,2014-02-11 04:14:49.270,"31km SSE of China, Mexico",25.4287,-99.1288,40.6,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000n4cr
usc000n4dk,2014-02-13 21:02:59.990,"20km W of Naica, Mexico",27.8322,-105.6929,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000n4dk
se610610,2014-02-15 03:23:38.150,"15km WNW of Edgefield, South Carolina",33.8166667,-82.092,5.18,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/se610610
nc72176091,2014-02-27 18:52:30.020,"37km NW of San Simeon, California",35.8651667,-121.4993333,9.324,4.06,https://earthquake.usgs.gov/earthquakes/eventpage/nc72176091
usb000mzk2,2014-03-02 17:30:16.060,"15km SW of China, Mexico",25.6034,-99.3466,8.42,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000mzk2
usc000nz6j,2014-03-04 11:03:54.900,"29km SW of China, Mexico",25.512,-99.447,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nz6j
usb000n1b3,2014-03-05 02:24:23.350,"246km SSW of Avalon, California",31.3228,-119.4094,7.2,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usb000n1b3
usc000nbgp,2014-03-05 17:51:10.050,"84km SSW of Bahia Kino, Mexico",28.1075,-112.1847,13.34,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nbgp
ci15475329,2014-03-13 02:11:04.030,"12km NW of Coso Junction, CA",36.1116667,-118.055,-1.316,4.39,https://earthquake.usgs.gov/earthquakes/eventpage/ci15475329
nc72185141,2014-03-14 16:32:35.210,"38km SW of Ferndale, California",40.3481667,-124.6103333,19.005,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/nc72185141
ci15476961,2014-03-17 13:25:36.870,"3km SSE of Encino, CA",34.134,-118.4861667,9.245,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci15476961
usc000ngag,2014-03-18 23:41:58.100,"24km NNE of General Teran, Mexico",25.463,-99.58,1.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000ngag
usc000ni8g,2014-03-20 10:24:03.200,"97km SE of San Felipe, Mexico",30.4733,-114.0544,17.9,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000ni8g
usc000nk0p,2014-03-21 17:37:13.140,"99km SE of San Felipe, Mexico",30.4075,-114.0828,10.29,4.9,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nk0p
usc000nk1q,2014-03-21 17:50:13.400,"100km SE of San Felipe, Mexico",30.419,-114.062,14.71,4.6,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nk1q
usc000nkku,2014-03-22 00:58:09.440,"98km SE of San Felipe, Mexico",30.44,-114.0633,12.5,5.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nkku
usc000nza0,2014-03-22 03:49:40.330,"91km SE of San Felipe, Mexico",30.4305,-114.1759,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nza0
usc000nza1,2014-03-22 04:47:31.200,"93km SE of San Felipe, Mexico",30.4109,-114.1672,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nza1
usc000nzba,2014-03-25 05:27:35.980,"53km WNW of Puerto Penasco, Mexico",31.4738,-114.0643,15.35,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nzba
ci15481673,2014-03-29 04:09:42.170,"2km NW of Brea, CA",33.9325,-117.9158333,5.09,5.1,https://earthquake.usgs.gov/earthquakes/eventpage/ci15481673
ci15483001,2014-03-29 21:32:45.930,"2km SE of Rowland Heights, CA",33.9613333,-117.8923333,9.294,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/ci15483001
usc000nwmq,2014-03-30 06:51:56.300,"20km N of Crescent, Oklahoma",36.1309,-97.6291,4.831,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nwmq
uu60061837,2014-03-30 12:34:39.160,"35km ENE of West Yellowstone, Montana",44.7721667,-110.6846667,5.62,4.83,https://earthquake.usgs.gov/earthquakes/eventpage/uu60061837
usc000nww4,2014-03-30 14:09:59.400,"19km NNW of Crescent, Oklahoma",36.1255,-97.6398,3.903,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nww4
usc000p2rx,2014-04-03 11:41:07.340,"76km WSW of Guaymas, Mexico",27.7424,-111.6496,10.0,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000p2rx
usc000p92s,2014-04-07 16:03:03.900,"6km SSW of Langston, Oklahoma",35.8913,-97.2752,5.131,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/usc000p92s
usc000pdy4,2014-04-10 07:33:57.100,"12km SSW of Guthrie, Oklahoma",35.7745,-97.4826,7.04,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000pdy4
usc000pe6v,2014-04-10 12:21:33.500,"11km NW of Challis, Idaho",44.591,-114.321,7.2,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000pe6v
usc000pi6d,2014-04-13 00:04:39.000,"15km NNW of Challis, Idaho",44.62,-114.33,3.5,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usc000pi6d
usb000pkhs,2014-04-14 20:16:45.000,"13km NW of Challis, Idaho",44.6,-114.33,7.4,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000pkhs
ci37214496,2014-04-19 12:15:13.010,"14km S of Bodfish, CA",35.4663333,-118.521,-0.828,4.24,https://earthquake.usgs.gov/earthquakes/eventpage/ci37214496
usb000ps9i,2014-04-21 01:05:06.760,North Atlantic Ocean,29.6897,-67.5421,6.76,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000ps9i
ci15499857,2014-05-10 02:05:25.550,"78km SE of Maneadero, B.C., MX",31.2611667,-115.9418333,-0.836,4.01,https://earthquake.usgs.gov/earthquakes/eventpage/ci15499857
nc72229261,2014-05-30 07:48:33.120,"20km NW of Bridgeport, California",38.4065,-119.3641667,9.1,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc72229261
ci15507801,2014-06-02 02:36:43.930,"7km NW of Westwood, CA",34.0958333,-118.4911667,4.25,4.16,https://earthquake.usgs.gov/earthquakes/eventpage/ci15507801
nc72231201,2014-06-02 23:54:19.680,"28km SSW of Ferndale, California",40.3455,-124.4201667,18.121,4.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc72231201
usc000resv,2014-06-12 22:52:47.620,"76km NNE of Santa Rosalia, Mexico",27.9084,-111.8756,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000resv
usc000rfum,2014-06-15 19:07:20.460,"71km SW of Higuera de Zaragoza, Mexico",25.5912,-109.8763,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rfum
usc000rg12,2014-06-16 10:47:35.600,"8km NNW of Spencer, Oklahoma",35.5935,-97.3969,5.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rg12
usc000rhab,2014-06-18 10:53:02.400,"8km N of Spencer, Oklahoma",35.5956,-97.3924,5.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rhab
usc000rj8u,2014-06-21 00:28:26.200,"97km S of San Felipe, Mexico",30.132,-114.705,104.3,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rj8u
usc000rq3u,2014-06-21 09:11:03.400,"100km SSE of San Felipe, Mexico",30.188,-114.396,16.1,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rq3u
uu60075207,2014-06-29 00:56:22.200,"11km S of Mount Pleasant, Utah",39.4412,-111.436,8.8,4.2,https://earthquake.usgs.gov/earthquakes/eventpage/uu60075207
usc000rnfe,2014-06-29 04:59:35.390,"50km WNW of Lordsburg, New Mexico",32.5822,-109.1682,6.44,5.3,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rnfe
usb000rvqp,2014-06-29 06:10:05.720,"43km WNW of Lordsburg, New Mexico",32.5649,-109.1001,5.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rvqp
ci15520985,2014-07-05 16:59:34.090,"11km NE of Running Springs, CA",34.2823333,-117.0266667,7.25,4.58,https://earthquake.usgs.gov/earthquakes/eventpage/ci15520985
usb000rr4r,2014-07-08 22:57:15.630,"59km SW of San Quintin, Mexico",30.0427,-116.2956,10.0,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rr4r
usb000rsdy,2014-07-12 17:11:46.700,"9km E of Guthrie, Oklahoma",35.8637,-97.321,4.047,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rsdy
usb000rw32,2014-07-22 06:50:25.470,"90km E of Loreto, Mexico",25.8955,-110.4592,10.0,4.8,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rw32
usb000rwbv,2014-07-22 23:46:52.440,"101km ESE of Loreto, Mexico",25.7805,-110.3714,10.0,4.1,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rwbv
usb000ry6y,2014-07-29 02:46:36.000,"27km E of Cherokee, Oklahoma",36.7561,-98.0453,5.287,4.3,https://earthquake.usgs.gov/earthquakes/eventpage/usb000ry6y
usb000s1qs,2014-08-10 18:46:17.970,"76km ENE of Santa Rosalia, Mexico",27.6814,-111.6319,10.0,5.5,https://earthquake.usgs.gov/earthquakes/eventpage/usb000s1qs
usc000s9ea,2014-08-13 05:09:02.600,"140km SSE of San Felipe, Mexico",29.881,-114.172,10.0,4.0,https://earthquake.usgs.gov/earthquakes/eventpage/usc000s9ea
usb000s45z,2014-08-19 12:41:35.700,"12km SSW of Guthrie, Oklahoma",35.7727,-97.4677,4.51,4.4,https://earthquake.usgs.gov/earthquakes/eventpage/usb000s45z
nc72282711,2014-08-24 10:20:44.070,South Napa,38.2151667,-122.3123333,11.12,6.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc72282711
ci37265488,2014-09-07 12:13:56.570,"56km WSW of Rosarito, B.C., MX",32.2121667,-117.6125,14.855,4.02,https://earthquake.usgs.gov/earthquakes/eventpage/ci37265488
ci37268192,2014-09-15 05:45:36.680,"261km SSE of Estacion Coahuila, B.C., MX",29.9791667,-114.1045,6.961,4.23,https://earthquake.usgs.gov/earthquakes/eventpage/ci37268192
usb000scf6,2014-09-15 06:50:09.170,"73km SE of San Felipe, Mexico",30.5697,-114.2873,10.0,4.7,https://earthquake.usgs.gov/earthquakes/eventpage/usb000scf6
